,4.6_rbf_matern32_sin_lin_sin_lfbgs_0_0,4.6_rbf_matern32_sin_lin_sin_lfbgs_1_0,4.6_rbf_matern32_sin_lin_sin_lfbgs_2_0,4.6_rbf_matern32_sin_lin_sin_lfbgs_3_0,4.6_rbf_matern32_sin_lin_sin_lfbgs_4_0
       [ 4.96535227e-01],
       [-4.28696536e-01],
       [ 3.35595746e-01],
       [-4.03035635e-02],
       [ 6.63560644e-01],
       [ 7.35703647e-02],
       [-2.75566687e-01],
       [ 7.87191537e-01],
       [-7.09827246e-01],
       [-3.51742064e-01],
       [-2.20326624e-04],
       [ 4.29825442e-01],
       [ 2.89680262e-01],
       [ 1.35734279e-01],
       [-1.07303331e-01],
       [-2.90439871e-01],
       [ 3.49340574e-01],
       [-1.28168905e+00],
       [-5.66455150e-02],
       [ 2.83220512e-01],
       [ 2.29595383e-01],
       [-3.56875554e-01],
       [-9.05521609e-01],
       [-4.98261805e-01],
       [ 1.37309342e-01],
       [-1.68762616e-02],
       [ 1.14566826e+00],
       [-8.58117247e-01],
       [ 2.28044778e-01],
       [ 2.86088385e-01],
       [-2.36822124e-01],
       [-5.46942549e-01],
       [-4.38956897e-01],
       [ 3.44313773e-01],
       [-2.26909173e-01],
       [ 4.14866052e-01],
       [ 5.24930826e-01],
       [-1.16545863e-02],
       [-1.19691495e+00],
       [ 3.24517668e-01],
       [ 3.19578808e-01],
       [ 1.12416655e+00],
       [-7.11519468e-01],
       [-1.23124407e-02],
       [ 2.58930671e-01],
       [ 9.51342073e-01],
       [ 3.47666689e-01],
       [-9.71722927e-03],
       [ 5.61623229e-01],
       [ 3.46799980e-01],
       [ 4.54711135e-01],
       [-3.97523043e-01],
       [-5.53629929e-02],
       [ 2.05498661e-01],
       [ 5.26248328e-01],
       [ 1.24583360e-01],
       [ 2.92731606e-02],
       [-1.15089781e-01],
       [ 2.48887211e-01],
       [ 4.09433719e-02],
       [ 8.73061627e-01],
       [ 4.40021499e-02],
       [ 3.23621229e-03],
       [-1.95686485e-01],
       [-3.86847291e-02],
       [-4.41570133e-02],
       [ 6.32326922e-01],
       [ 1.02731591e+00],
       [-4.76725095e-01],
       [-9.56254558e-01],
       [ 4.95772006e-01],
       [ 1.74656799e-01],
       [ 3.39258616e-01],
       [-1.03373282e+00],
       [-8.12148624e-02],
       [ 7.13208959e-01],
       [ 3.57947109e-01],
       [-1.62088546e-01],
       [ 1.67798793e-02],
       [ 5.06675103e-01],
       [-1.79848618e-01],
       [ 1.66278779e-01],
       [-2.00906325e-01],
       [-1.40165190e+00],
       [ 5.92465187e-01],
       [ 2.48794713e-01],
       [-7.70938901e-04],
       [ 3.56888658e-01],
       [-1.84277949e-01],
       [-1.34539841e-01],
       [ 2.52461665e-01],
       [ 5.26179055e-02],
       [ 5.36004462e-01],
       [ 1.36242494e+00],
       [ 1.46912972e-01],
       [-6.78173302e-01],
       [-4.52950184e-01],
       [ 6.60117260e-01],
       [-2.75865405e-01],
       [ 4.24278642e-01],
       [-2.73296346e-01],
       [ 5.88689753e-01],
       [-3.52280684e-01],
       [ 4.38366180e-01],
       [ 6.29564459e-01],
       [-1.12065160e+00],
       [ 3.29538926e-01],
       [-5.24375422e-02],
       [ 1.93648421e-01],
       [ 6.29228602e-02],
       [ 6.02985428e-02],
       [ 5.56037846e-01],
       [-8.50225778e-02],
       [ 8.42721573e-01],
       [ 2.07761096e-01],
       [-4.97591340e-02],
       [ 2.60749346e-01],
       [ 1.97790763e-01],
       [-1.01619972e-01],
       [-4.70115267e-01],
       [ 5.69156837e-02],
       [-5.23238688e-01],
       [ 4.41449496e-01],
       [-4.14840199e-01],
       [-9.37110356e-01],
       [ 4.27699891e-01],
       [-4.86637268e-01],
       [ 7.01694623e-01],
       [ 2.57542968e-01],
       [-3.17073611e-01],
       [-6.15339521e-01],
       [ 3.19572594e-01],
       [-9.99905769e-02],
       [-1.51109719e-02],
       [ 1.35717828e-01],
       [-1.19208962e+00],
       [ 2.20928689e-02],
       [ 1.77868678e-01],
       [-4.10638405e-02],
       [ 1.85801993e-01],
       [-3.73060317e-01],
       [-6.85586293e-01],
       [-5.47390397e-02],
       [-1.05565888e-01],
       [-1.37373741e-01],
       [-4.01528190e-01],
       [ 2.81615128e-03],
       [ 1.45532647e-02],
       [ 3.66080514e-01],
       [ 3.04186030e-01],
       [ 1.06538357e+00],
       [-1.93642418e-01],
       [ 2.67206304e-01],
       [-4.47643177e-01],
       [ 1.19432918e-02],
       [-2.63656888e-02],
       [-1.39168780e-01],
       [ 4.77693361e-01],
       [-1.48098334e-02],
       [ 2.53957004e-01],
       [-9.13278386e-01],
       [ 6.53028799e-01],
       [ 9.54386583e-02],
       [-2.36873622e-03],
       [ 6.51927072e-02],
       [ 2.08388566e-01],
       [ 3.13897724e-01],
       [ 3.27133180e-02],
       [-5.57609363e-01],
       [ 7.83405966e-02],
       [-7.30212229e-01],
       [ 4.77465865e-01],
       [-4.01497812e-02],
       [ 1.69757214e-01],
       [-1.40354214e-02],
       [ 1.60188825e-01],
       [ 8.32076321e-01],
       [-5.26213222e-02],
       [ 2.96133897e-01],
       [ 3.50431251e-01],
       [-1.05030455e+00],
       [ 5.20387406e-01],
       [ 5.05480135e-01],
       [ 1.26168481e+00],
       [ 4.56689051e-01],
       [-5.26537725e-01],
       [-7.05486227e-01],
       [-3.36282325e-01],
       [-7.48089813e-02],
       [-1.90823370e-01],
       [-4.51922208e-01],
       [-5.20860255e-02],
       [-1.80702032e-01],
       [-1.03480145e-01],
       [ 4.91114619e-03],
       [-6.20913862e-01],
       [ 7.49106271e-01],
       [ 9.00304647e-03],
       [-9.37545369e-01],
       [-7.43835530e-01],
       [ 2.89610261e-01],
       [-2.66075691e-02],
       [-1.37069866e+00],
       [ 9.00187944e-02],
       [ 2.97835027e-01],
       [-3.89625138e-01],
       [-7.61163621e-01],
       [-5.79888443e-02],
       [ 1.81704625e-01],
       [-3.91817519e-01],
       [ 2.18096745e-01],
       [ 2.02839805e-02],
       [-1.26301317e-01],
       [ 1.23706273e-01],
       [-4.56203832e-01],
       [-7.51273445e-02],
       [-1.43256513e-02],
       [-9.24984144e-02],
       [-3.80393920e-02],
       [ 2.88321972e-01],
       [-1.95986786e-01],
       [ 2.94875645e-02],
       [ 6.82854406e-01],
       [-4.70291504e-02],
       [ 1.16058903e+00],
       [ 6.23801107e-01],
       [ 7.29270142e-01],
       [ 4.23044338e-01],
       [-8.80339386e-01],
       [-5.82817232e-02],
       [-3.28692255e-02],
       [ 3.64741542e-02],
       [ 2.91350547e-03],
       [-7.12960272e-01],
       [-1.53280142e-01],
       [-2.03060627e-01],
       [-1.20266929e+00],
       [ 6.63948655e-01],
       [ 8.70030395e-01],
       [-9.19246828e-02],
       [ 3.42274345e-03],
       [ 1.61503004e-01],
       [-5.04158210e-01],
       [-1.22190998e+00],
       [-8.01359765e-01],
       [ 2.66837454e-01],
       [ 3.29608701e-01],
       [ 7.46897418e-01],
       [ 5.98191387e-01],
       [ 5.50818730e-01],
       [-1.33289038e-02],
       [-2.22809470e-02],
       [ 6.73171333e-01],
       [-3.29060466e-02],
       [ 4.11433183e-01],
       [ 2.88037672e-01],
       [-6.28310554e-01],
       [-3.40578706e-01],
       [ 7.86062885e-01],
       [ 3.07386666e-02],
       [-1.26194343e-01],
       [-6.45362432e-02],
       [ 5.78438855e-01],
       [ 1.78647886e-01],
       [ 3.46420163e-01],
       [ 1.06241568e+00],
       [ 2.30372547e-01],
       [-5.27804678e-01],
       [-3.62314426e-01],
       [-4.09558248e-01],
       [ 6.43009879e-01],
       [ 1.52386082e-01],
       [-6.30236458e-03],
       [-1.30645935e-01],
       [-5.41469084e-01],
       [ 2.95213030e-01],
       [ 1.30959570e-01],
       [ 1.27003999e+00],
       [ 1.60773439e-01],
       [-4.32520072e-01],
       [ 2.87952568e-01],
       [-6.28647773e-01],
       [-4.94882554e-02],
       [ 1.40991496e-01],
       [ 4.49830176e-02],
       [ 2.81076057e-01],
       [ 3.43134107e-01],
       [ 2.15982553e-01],
       [ 4.71687799e-02],
       [ 5.78248681e-01],
       [ 1.56226333e-01],
       [ 6.87304137e-01],
       [ 1.00334929e+00],
       [ 1.79939267e-01],
       [-2.81426295e-01],
       [-7.24151322e-02],
       [ 1.19163123e-01],
       [-5.09070901e-01],
       [-2.21855832e-02],
       [-4.96537219e-02],
       [ 3.93492971e-01],
       [-2.22290575e-01],
       [-7.41663983e-03],
       [ 2.55704125e-02],
       [ 8.22396712e-01],
       [-7.15186132e-02],
       [-3.41567984e-01],
       [ 7.39794726e-02],
       [ 1.13472248e-01],
       [ 3.81035221e-01],
       [ 6.95720948e-02],
       [ 1.90796391e+00],
       [ 8.88250752e-01],
       [ 1.63178589e-01],
       [-3.65510784e-03],
       [-1.29667114e-01],
       [ 8.72163404e-01],
       [ 6.39593401e-02],
       [-4.12277182e-01],
       [-4.61355347e-01],
       [-1.02732796e-01],
       [ 5.93704138e-01],
       [-3.80082415e-01],
       [-3.22656879e-01],
       [ 7.14818958e-02],
       [ 6.40089081e-01],
       [ 5.49807121e-02],
       [ 2.44085890e-01],
       [ 6.45808796e-02],
       [-1.23127548e+00],
       [-3.56842751e-01],
       [-5.99451356e-01],
       [-2.40407650e-01],
       [ 1.22439329e-01],
       [-8.85450794e-02],
       [-6.92486572e-03],
       [ 1.06773193e-01],
       [-5.96350313e-01],
       [ 4.33602842e-01],
       [ 1.12680556e-01],
       [-8.80599258e-02],
       [-5.91092429e-02],
       [ 7.46540449e-03],
       [ 2.11769614e-01],
       [-4.49340326e-01],
       [-4.09380846e-01],
       [ 2.79372664e-01],
       [ 1.51512457e-01],
       [ 3.50258281e-01],
       [-4.70805842e-01],
       [ 3.73416246e-02],
       [-8.45979721e-02],
       [-9.99445817e-01],
       [ 2.89352974e-01],
       [-2.21780518e-01],
       [-1.04595696e-02],
       [-1.85792568e-01],
       [ 4.60491184e-01],
       [-8.29503617e-01],
       [-6.98964117e-02],
       [ 1.13858354e-01],
       [ 6.34324994e-01],
       [-6.50691469e-01],
       [ 1.39386317e-02],
       [-8.59623472e-03],
       [-1.46211686e-02],
       [-3.37466923e-03],
       [ 4.79053874e-01],
       [-4.98552867e-01],
       [ 1.81794807e-01],
       [-4.44728142e-01],
       [ 4.91120700e-01],
       [-1.70524021e-03],
       [ 5.04673524e-01],
       [ 2.77064955e-02],
       [ 4.78807512e-01],
       [-1.26565607e-01],
       [ 9.43800144e-01],
       [-3.45781332e-01],
       [ 3.26212821e-01],
       [-2.79172599e-01],
       [ 1.32112186e-01],
       [ 4.52223443e-01],
       [-1.04482953e-01],
       [ 1.01423793e+00],
       [-3.04847427e-01],
       [ 1.04611447e+00],
       [ 3.88090625e-02],
       [ 5.81761269e-01],
       [ 1.61971147e-01],
       [-1.78123884e-01],
       [-5.30097808e-01],
       [ 3.03893998e-01],
       [-3.33864292e-01],
       [ 3.05835283e-01],
       [ 8.46371539e-03],
       [-5.79609397e-01],
       [-3.09942883e-02],
       [-2.39171120e-02],
       [-1.91356260e-02],
       [-3.58128345e-01],
       [-8.86468081e-01],
       [ 6.38723368e-01],
       [ 1.37838270e-01],
       [-2.54399879e-01],
       [ 4.33255042e-02],
       [ 1.05897895e-01],
       [-8.02147507e-02],
       [ 6.97229465e-01],
       [ 2.43808379e-01],
       [ 1.56824724e-01],
       [ 4.06421739e-01],
       [-5.53823484e-03],
       [-1.63798186e-01],
       [-4.09308599e-01],
       [-5.52940829e-01],
       [-2.49486024e-01],
       [ 1.26202001e-01],
       [ 8.01380500e-01],
       [ 1.71725228e-01],
       [-1.63411090e-01],
       [ 3.02828419e-01],
       [-3.39882083e-01],
       [ 6.16777041e-01],
       [-9.80743724e-03],
       [-6.75672052e-01],
       [ 2.29205162e-01],
       [-1.63324247e-02],
       [ 8.10491032e-02],
       [-5.59571243e-01],
       [ 1.75428912e-01],
       [-6.09484734e-01],
       [-1.22944741e-01],
       [-3.03031614e-03],
       [ 4.21594943e-01],
       [-1.65715294e-01],
       [ 2.08986625e-02],
       [-2.15491031e-01],
       [ 4.46906111e-03],
       [ 3.86673173e-02],
       [-7.11282252e-01],
       [ 7.85717981e-01],
       [-2.01158045e-02],
       [ 2.76149659e-01],
       [-1.14597755e-01],
       [-2.04326063e-03],
       [ 4.29779239e-01],
       [ 1.07108519e-01],
       [-2.99262071e-01],
       [ 5.66608080e-01],
       [-6.73592482e-01],
       [ 1.70134817e-01],
       [ 9.37270673e-02],
       [-5.44623365e-04],
       [ 4.17967295e-01],
       [ 9.13667165e-02],
       [ 1.84345581e-02],
       [-1.00267134e-01],
       [ 1.54599376e-01],
       [ 5.40842225e-01],
       [-7.99259949e-02],
       [ 1.24025682e-01],
       [ 4.95798917e-02],
       [ 3.06041976e-01],
       [ 5.38107487e-01],
       [ 5.12350608e-01],
       [-7.06811027e-02],
       [ 2.05188837e-02],
       [ 1.56320768e-02],
       [-7.55130985e-03],
       [ 7.42429694e-01],
       [ 2.59830162e-01],
       [ 7.84005320e-01],
       [-1.52579481e-01],
       [ 5.11567148e-01],
       [-4.00739883e-01],
       [ 5.63153762e-01],
       [ 4.94552617e-01],
       [ 7.58618399e-01],
       [ 1.38695874e-01],
       [-1.42805690e-01],
       [-4.19591331e-03],
       [ 1.28801748e-01],
       [-2.28257361e-01],
       [-5.31981075e-01],
       [ 1.42250091e-01],
       [-8.63547270e-04],
       [ 9.34631649e-03],
       [ 1.47329238e-01],
       [ 3.05176017e-01],
       [ 4.24056335e-01],
       [ 4.96861814e-01],
       [-1.80900430e-02],
       [ 8.27751330e-02],
       [ 8.47577165e-01],
       [-3.19756412e-01],
       [-5.40028851e-01],
       [ 4.87939127e-01],
       [ 1.60429591e-01],
       [-4.08928821e-01],
       [ 3.91483453e-01],
       [-1.86018724e-01],
       [-7.23649859e-04],
       [ 7.31949329e-02],
       [-3.27130585e-01],
       [ 5.22770558e-03],
       [-4.47434775e-01],
       [ 5.10710170e-02],
       [ 2.53423598e-03],
       [ 2.41600608e-01],
       [ 3.95002393e-01],
       [-3.51362362e-01],
       [-6.57445113e-01],
       [-5.07761191e-02],
       [-7.26131567e-01],
       [ 3.06538357e-01],
       [ 1.08531891e-02],
       [ 1.86201551e-02],
       [-2.31270845e-01],
       [-3.64348622e-01],
       [ 1.09559050e-02],
       [ 9.46859296e-01],
       [-1.05885996e-01],
       [ 9.68645653e-02],
       [ 2.99298042e-01],
       [ 1.17614271e-01],
       [-6.09615270e-03],
       [-1.95889593e-02],
       [ 5.07803494e-01],
       [-1.15153734e+00],
       [ 9.72929795e-01],
       [-3.71761487e-01],
       [-2.43163490e-01],
       [-2.94389620e-01]])>"
.q_sqrt,"<Parameter: name=fill_triangular, dtype=float64, shape=[1, 1000, 1000], fn=""fill_triangular"", numpy=
array([[[ 6.13235369e-02,  0.00000000e+00,  0.00000000e+00, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        [-6.04638711e-02,  9.15104305e-02,  0.00000000e+00, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        [-2.05542967e-03, -3.48910793e-02,  8.22291683e-02, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        ...,
        [-3.27142438e-03, -7.82021965e-04,  1.16220073e-03, ...,
          9.06481531e-01,  0.00000000e+00,  0.00000000e+00],
        [ 4.33904549e-04,  5.64787456e-04,  6.26649211e-04, ...,
         -5.90317419e-04,  9.99341756e-01,  0.00000000e+00],
        [-1.30026168e-04, -1.16496805e-04, -1.97157830e-04, ...,
          3.88156493e-05,  1.71222464e-04,  1.00000244e+00]]])>","<Parameter: name=fill_triangular, dtype=float64, shape=[1, 1000, 1000], fn=""fill_triangular"", numpy=
array([[[ 6.72025719e-02,  0.00000000e+00,  0.00000000e+00, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        [-2.98932708e-02,  8.32246033e-02,  0.00000000e+00, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        [-3.33406151e-02, -1.13890872e-02,  7.53581846e-02, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        ...,
        [ 1.53257828e-03, -4.52951552e-03,  1.00321845e-03, ...,
          9.84844655e-01,  0.00000000e+00,  0.00000000e+00],
        [ 1.94810429e-03,  8.97450664e-04,  6.69546678e-04, ...,
         -3.88884738e-04,  9.82328627e-01,  0.00000000e+00],
        [-3.01809728e-03,  1.27625439e-03, -3.12119766e-03, ...,
          8.33161661e-05, -2.53830961e-04,  9.61889304e-01]]])>","<Parameter: name=fill_triangular, dtype=float64, shape=[1, 1000, 1000], fn=""fill_triangular"", numpy=
array([[[ 5.68466124e-02,  0.00000000e+00,  0.00000000e+00, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        [-1.83700463e-02,  1.36470322e-01,  0.00000000e+00, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        [-1.04977017e-02, -2.18253141e-02,  5.52933250e-02, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        ...,
        [-9.94746155e-04,  3.00579614e-04, -1.95809459e-03, ...,
          9.55797856e-01,  0.00000000e+00,  0.00000000e+00],
        [-4.54879718e-03,  4.33184302e-03, -9.42961282e-03, ...,
         -6.41024892e-03,  5.49453329e-01,  0.00000000e+00],
        [ 1.50492894e-03, -3.36797928e-04, -1.51690722e-03, ...,
          6.45397463e-05, -1.02477295e-03,  9.98681299e-01]]])>","<Parameter: name=fill_triangular, dtype=float64, shape=[1, 1000, 1000], fn=""fill_triangular"", numpy=
array([[[ 8.52525795e-02,  0.00000000e+00,  0.00000000e+00, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        [-4.11617368e-02,  7.32718426e-02,  0.00000000e+00, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        [-1.56553744e-02, -2.03494580e-02,  8.20597543e-02, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        ...,
        [-1.55372120e-02, -1.48727271e-04,  1.20992834e-03, ...,
          8.44608002e-01,  0.00000000e+00,  0.00000000e+00],
        [-7.31967897e-04, -2.15606126e-04, -5.32349836e-03, ...,
         -4.31465420e-05,  1.00050568e+00,  0.00000000e+00],
        [-2.42482388e-03, -2.06077127e-03, -2.56859008e-03, ...,
          1.08837598e-03, -3.06009433e-04,  9.14162325e-01]]])>","<Parameter: name=fill_triangular, dtype=float64, shape=[1, 1000, 1000], fn=""fill_triangular"", numpy=
array([[[ 6.53086467e-02,  0.00000000e+00,  0.00000000e+00, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        [-1.37125902e-02,  1.00505573e-01,  0.00000000e+00, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        [-3.30856311e-02, -4.24393670e-02,  6.37175718e-02, ...,
          0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
        ...,
        [ 2.08322537e-03,  1.91303750e-04, -2.79849641e-03, ...,
          7.63806930e-01,  0.00000000e+00,  0.00000000e+00],
        [ 8.32246585e-04, -1.00609869e-03, -3.56319665e-03, ...,
         -3.21221141e-04,  9.63269175e-01,  0.00000000e+00],
        [ 3.03671044e-03,  1.01712143e-03,  3.01139847e-03, ...,
         -5.71713528e-04, -3.32280480e-04,  9.74861154e-01]]])>"
