,4.6.4_mp_rbf_matern32_sin_lin_sin_lfbgs_0_0,4.6.4_mp_rbf_matern32_sin_lin_sin_lfbgs_1_0,4.6.4_mp_rbf_matern32_sin_lin_sin_lfbgs_2_0,4.6.4_mp_rbf_matern32_sin_lin_sin_lfbgs_3_0,4.6.4_mp_rbf_matern32_sin_lin_sin_lfbgs_4_0
       [ 4.44782439e-01],
       [ 3.98530064e-01],
       [-2.34976286e-01],
       [-4.79378653e-02],
       [ 4.47193373e-01],
       [-7.44731152e-01],
       [ 6.60515991e-01],
       [ 8.36170383e-02],
       [-3.32743718e-01],
       [ 7.82265214e-02],
       [-6.58651083e-02],
       [ 6.61013180e-02],
       [-4.88550652e-01],
       [ 3.42773462e-01],
       [-3.93761717e-01],
       [-3.83512408e-02],
       [-4.31172516e-01],
       [-9.64851004e-01],
       [ 9.90335751e-02],
       [-1.61970375e-01],
       [-8.03994313e-01],
       [ 3.93742465e-01],
       [-6.58732542e-01],
       [ 5.31037678e-01],
       [ 4.89375985e-01],
       [ 1.13015495e+00],
       [ 2.17694553e-01],
       [-2.05497728e-01],
       [ 1.48270689e-01],
       [ 2.31869035e-02],
       [-1.94867833e-01],
       [ 6.17835221e-05],
       [-2.05305997e-01],
       [-1.00073436e-01],
       [ 1.71335370e-01],
       [ 1.68729733e-01],
       [-1.69092843e-01],
       [-9.05600777e-01],
       [-7.12608171e-01],
       [-5.40857461e-01],
       [-1.90752381e-01],
       [-2.06240365e-01],
       [ 2.08383785e-01],
       [-8.31846270e-01],
       [-1.67111652e-01],
       [-4.05093239e-01],
       [ 2.73290884e-01],
       [ 5.76279957e-01],
       [ 4.86451659e-01],
       [-1.06686572e+00],
       [ 3.35370029e-01],
       [-4.52940345e-01],
       [-2.27776205e-01],
       [-9.37211086e-02],
       [ 2.06317968e-02],
       [ 1.14515636e-01],
       [-5.63895895e-02],
       [ 1.15252809e-01],
       [-5.03035813e-01],
       [ 4.25645941e-02],
       [ 5.46284696e-01],
       [ 6.26349631e-02],
       [ 4.93786632e-01],
       [ 5.15149519e-02],
       [ 4.83609311e-01],
       [-4.97698135e-02],
       [-7.95439721e-01],
       [ 2.00128796e-03],
       [-4.29135996e-01],
       [ 2.59870856e-01],
       [-6.68074177e-02],
       [ 3.90456497e-01],
       [ 1.72547555e-01],
       [-4.93877365e-01],
       [ 6.91331725e-01],
       [-6.54341182e-01],
       [ 1.58211174e-03],
       [-5.36411168e-01],
       [-5.49073741e-02],
       [-7.66592517e-01],
       [-3.84253655e-01],
       [ 3.23704454e-01],
       [-3.89984204e-01],
       [ 1.66356409e-01],
       [-5.45317744e-02],
       [-3.99612395e-01],
       [ 4.48352039e-01],
       [-5.84691544e-01],
       [ 1.57427817e-01],
       [ 3.43879291e-01],
       [ 4.09053298e-01],
       [-2.56197105e-01],
       [ 5.78890909e-01],
       [ 1.85491858e-02],
       [ 4.23132089e-01],
       [ 2.21291404e-01],
       [-3.07402110e-01],
       [-1.45318003e-01],
       [-9.60835690e-01],
       [-1.24878147e-01],
       [ 4.99706794e-02],
       [-5.77166693e-01],
       [-1.67452554e-03],
       [-2.83865368e-01],
       [ 3.51734134e-01],
       [-3.22138448e-01],
       [-4.74364100e-01],
       [-1.47594819e-01],
       [ 3.31538457e-01],
       [ 3.83837347e-01],
       [ 2.42029755e-01],
       [ 2.97703656e-01],
       [ 1.21131764e-01],
       [-3.08104834e-01],
       [ 2.73145167e-01],
       [ 2.38624330e-01],
       [-4.75627476e-01],
       [-2.70967710e-01],
       [ 3.63684966e-01],
       [ 1.52416593e-01],
       [-9.44492210e-01],
       [ 1.63865715e-01],
       [-7.96816876e-01],
       [-2.68395153e-01],
       [ 7.20232472e-02],
       [-6.24049384e-01],
       [-3.49119925e-01],
       [-1.13540181e-01],
       [-6.26968038e-01],
       [-2.39948096e-01],
       [-8.54770113e-02],
       [ 5.29032260e-01],
       [ 5.30859069e-01],
       [-2.10390809e-01],
       [-6.21268333e-01],
       [-5.81587371e-03],
       [-2.28949644e-01],
       [ 6.02846167e-02],
       [-1.76768277e-01],
       [-6.73405313e-02],
       [ 3.86669016e-01],
       [ 5.24642099e-01],
       [ 2.88460568e-02],
       [ 3.77027901e-01],
       [-1.24025558e-01],
       [ 4.84129625e-02],
       [ 1.01148680e-01],
       [ 4.19747920e-01],
       [ 2.07659310e-01],
       [-1.58301677e-03],
       [ 6.36416403e-01],
       [ 5.48441078e-01],
       [ 7.09956140e-01],
       [ 5.14914324e-01],
       [-4.18228748e-01],
       [ 5.16811058e-01],
       [-3.16494496e-01],
       [ 6.00731577e-03],
       [-7.95981606e-01],
       [-6.38535203e-02],
       [-9.73846035e-01],
       [-3.68416399e-02],
       [-2.35681585e-01],
       [ 2.28997423e-01],
       [ 6.13971579e-02],
       [ 3.52712290e-02],
       [-5.11587111e-01],
       [ 2.03425991e-01],
       [ 3.57377852e-01],
       [ 1.08571979e-01],
       [ 2.03229552e-02],
       [ 5.17517079e-02],
       [ 3.92707523e-02],
       [ 6.61406347e-01],
       [-1.88996336e-02],
       [ 5.44494362e-01],
       [-5.25106833e-01],
       [ 2.17823246e-01],
       [-2.53764998e-03],
       [ 2.62515229e-01],
       [-1.37137306e-01],
       [-2.86559218e-01],
       [ 1.00426850e-01],
       [-7.64575583e-02],
       [ 5.43544980e-01],
       [-2.00421798e-01],
       [ 2.81346407e-01],
       [ 5.22687732e-01],
       [ 5.48085948e-01],
       [ 9.32703831e-02],
       [-3.32206558e-01],
       [ 5.36396395e-02],
       [ 4.09164627e-02],
       [ 1.20845981e-01],
       [ 3.51917760e-01],
       [ 4.15974324e-01],
       [ 3.44963924e-01],
       [-4.39290129e-01],
       [ 1.61769910e-01],
       [-3.13182898e-02],
       [-3.90581319e-01],
       [ 5.11461333e-02],
       [ 2.36553815e-01],
       [ 7.85606050e-02],
       [-1.19485921e-02],
       [-2.03208298e-01],
       [ 6.18541756e-02],
       [ 5.67242721e-01],
       [-7.63044057e-02],
       [ 2.91165924e-01],
       [-1.29567534e-01],
       [-4.16744012e-03],
       [-5.97464622e-01],
       [-2.05981125e-01],
       [ 2.94195707e-03],
       [-1.23185435e-01],
       [-3.99963814e-02],
       [ 4.49546402e-01],
       [-1.87336836e-01],
       [-2.61545784e-01],
       [-5.15325960e-01],
       [-1.66918329e-01],
       [ 3.81347020e-01],
       [-2.90148423e-01],
       [ 2.47953347e-02],
       [ 1.47214159e-01],
       [ 3.42594765e-01],
       [ 2.51063989e-01],
       [ 4.73700646e-01],
       [-1.77528639e-01],
       [ 8.45239994e-01],
       [ 3.06922698e-01],
       [-6.76626958e-01],
       [-7.17709350e-05],
       [ 8.35191635e-01],
       [-2.35676557e-02],
       [-5.23859049e-01],
       [ 1.57955112e-02],
       [-8.61534221e-02],
       [ 8.41409222e-02],
       [ 1.88535067e-01],
       [ 4.38674543e-01],
       [ 9.23900702e-01],
       [-1.21829503e-02],
       [-9.59350202e-02],
       [-4.85323323e-01],
       [-4.91909318e-01],
       [-1.89413956e-01],
       [-1.53273436e-01],
       [-1.52549942e-03],
       [ 2.80581602e-01],
       [ 3.63371826e-01],
       [ 6.05386391e-01],
       [ 5.67609267e-01],
       [ 3.06260007e-01],
       [ 2.81613556e-01],
       [-1.15407783e-02],
       [ 2.69513021e-01],
       [ 2.47622092e-01],
       [ 1.74659627e-01],
       [ 1.17799401e+00],
       [-1.99573691e-01],
       [-2.91916113e-01],
       [ 2.67221382e-01],
       [ 3.34393729e-01],
       [-1.26241775e-01],
       [ 2.67724066e-01],
       [-8.14854828e-01],
       [ 9.17936949e-01],
       [ 1.95143119e-01],
       [-1.91552085e-01],
       [ 4.79456331e-01],
       [-6.53046268e-01],
       [-2.43895851e-01],
       [-2.17339587e-01],
       [ 3.17092117e-03],
       [-1.64230605e-01],
       [-1.30520727e-01],
       [-1.12212178e-02],
       [-1.55101662e-01],
       [ 9.71781062e-03],
       [ 1.74756318e-02],
       [-7.24934793e-02],
       [-2.11067694e-01],
       [-3.30140701e-03],
       [-3.20702940e-01],
       [ 3.15744793e-01],
       [ 2.82352035e-02],
       [-3.81309559e-02],
       [ 3.96457840e-03],
       [-2.41521240e-02],
       [-7.12540966e-01],
       [ 2.16346996e-01],
       [-4.60207053e-01],
       [-1.75077765e-01],
       [ 2.12372814e-03],
       [ 2.36261563e-01],
       [-2.09583742e-01],
       [-2.03208077e-01],
       [-2.53246087e-01],
       [ 4.66879779e-03],
       [ 3.31619135e-01],
       [-7.15771898e-02],
       [ 4.75791551e-02],
       [ 3.63186157e-01],
       [ 4.42573153e-02],
       [ 1.50921433e-01],
       [ 7.88693368e-02],
       [-2.13236739e-02],
       [ 5.33913438e-02],
       [-4.11174130e-02],
       [-9.69608121e-02],
       [-1.02414841e-01],
       [-2.54866460e-02],
       [-1.70040408e-01],
       [-1.55293460e-02],
       [ 1.90823957e-01],
       [-5.54944099e-01],
       [ 9.49181727e-02],
       [ 7.86116155e-02],
       [-3.44834995e-01],
       [-3.90157962e-01],
       [ 2.27552214e-01],
       [ 1.28884345e-01],
       [ 7.91255429e-02],
       [-3.09180283e-02],
       [-2.90496654e-01],
       [ 1.80324291e-01],
       [-1.51791730e-01],
       [ 1.96248120e-01],
       [-2.89653770e-01],
       [ 9.80274847e-02],
       [-1.87850611e-02],
       [ 5.50780376e-01],
       [ 1.36230435e-01],
       [ 5.91583809e-01],
       [-2.23133125e-01],
       [-1.34792487e-02],
       [ 8.70200155e-01],
       [-2.39371385e-01],
       [ 9.50100865e-02],
       [ 5.58487545e-02],
       [-1.50124235e-01],
       [-3.00530240e-02],
       [ 7.69906262e-02],
       [-2.11655482e-02],
       [ 1.93349280e-03],
       [-4.50731708e-01],
       [-1.71407638e-01],
       [ 1.77089164e-01],
       [-8.39198896e-03],
       [-1.94445282e-02],
       [-2.11286529e-01],
       [-7.65661317e-01],
       [-6.12236875e-02],
       [-1.23693739e-02],
       [ 4.11854547e-01],
       [-3.54697921e-01],
       [ 3.31662925e-01],
       [-3.85268424e-02],
       [-2.65958386e-01],
       [-2.86254095e-01],
       [-3.14916955e-01],
       [ 1.48268430e-01],
       [-4.15657848e-01],
       [-2.55996575e-01],
       [ 5.81734347e-01],
       [ 7.12044172e-01],
       [-4.53986742e-01],
       [ 1.53355218e-02],
       [-4.42553016e-01],
       [ 2.71805959e-01],
       [ 1.64367299e-02],
       [ 2.81511005e-02],
       [ 2.35689810e-01],
       [-5.41362960e-01],
       [-1.07211355e-01],
       [ 8.60457540e-01],
       [-3.09974184e-01],
       [-4.80038435e-02],
       [-6.64491058e-01],
       [ 6.73961270e-03],
       [-3.14528290e-02],
       [-2.34702491e-01],
       [-1.05375653e-01],
       [ 2.16344877e-01],
       [-4.50369462e-03],
       [ 2.46537901e-02],
       [ 1.13008673e-02],
       [ 6.62713400e-01],
       [-2.13836419e-04],
       [ 1.26440735e-01],
       [ 2.04665113e-03],
       [-3.15973279e-01],
       [-7.38752768e-02],
       [-2.05062911e-02],
       [-4.19097257e-01],
       [ 3.42114170e-01],
       [-7.17489243e-02],
       [-1.82068825e-01],
       [ 1.70046963e-01],
       [ 2.62743927e-01],
       [-3.47073406e-01],
       [-1.20546542e-01],
       [ 2.10685683e-01],
       [ 8.89477357e-01],
       [-1.95170244e-01],
       [ 3.54172218e-01],
       [ 2.01987986e-01],
       [-2.63169224e-01],
       [-1.23044351e-02],
       [-9.66442604e-04],
       [-2.05997292e-01],
       [ 6.23578653e-01],
       [ 1.55035194e-03],
       [-2.24599003e-01],
       [ 9.49553027e-01],
       [-9.70600150e-03],
       [-1.08035631e-01],
       [-3.88981777e-01],
       [ 3.15683423e-01],
       [-1.47733849e-01],
       [-2.42001040e-01],
       [-3.40108440e-01],
       [ 1.13625957e-01],
       [-5.51334561e-03],
       [-3.96054804e-02],
       [ 3.64739917e-01],
       [ 1.78283235e-01],
       [-1.93329137e-01],
       [-4.97010381e-03],
       [ 8.14304060e-02],
       [ 1.33936899e-02],
       [ 1.07734637e-01],
       [ 5.99307010e-01],
       [ 2.37655084e-01],
       [ 2.06167908e-01],
       [-5.99730468e-02],
       [ 6.37217421e-02],
       [ 3.41144711e-01],
       [-5.84564570e-01],
       [-8.39639084e-03],
       [-5.02189662e-01],
       [-2.31326366e-04],
       [ 9.34969419e-01],
       [ 7.72822215e-02],
       [-7.72956369e-02],
       [ 7.00583019e-01],
       [-2.00652080e-01],
       [-1.06751293e-03],
       [-2.08288421e-01],
       [-6.07980631e-03],
       [ 1.45055536e-01],
       [ 2.25277002e-01],
       [ 8.62255060e-01],
       [ 5.24657691e-01],
       [ 4.09772978e-02],
       [ 2.50950539e-02],
       [ 4.46406513e-01],
       [ 7.88722635e-02],
       [-4.75917893e-02],
       [-4.78314384e-01],
       [ 3.37691822e-01],
       [ 2.16483238e-01],
       [-2.36345087e-01],
       [-2.70809040e-01],
       [-8.98354741e-02],
       [ 2.64187940e-03],
       [ 4.16378429e-02],
       [ 5.06844664e-01],
       [ 6.80486689e-01],
       [-2.51127867e-01],
       [ 3.46029045e-01],
       [ 2.90289459e-01],
       [-1.08194424e-01],
       [-6.83669378e-03],
       [ 9.56498960e-02],
       [ 1.54507029e-01],
       [ 7.10633298e-02],
       [-4.16296298e-02],
       [-1.36341560e-02],
       [ 4.67966109e-01],
       [-5.22424602e-01],
       [ 5.05496838e-03],
       [-1.72616463e-01],
       [-5.15252355e-01],
       [-2.96447250e-01],
       [-4.01099182e-03],
       [-2.22011566e-01],
       [-4.89427778e-02],
       [ 7.27985493e-01],
       [ 2.46636412e-01],
       [ 5.21342300e-03],
       [-1.64782682e-01],
       [-3.49017671e-01],
       [ 1.23846143e-02],
       [ 1.72806298e-01],
       [-2.73084930e-01],
       [-3.57941309e-02],
       [-9.60386196e-02],
       [ 4.21099308e-02],
       [ 2.91371655e-01],
       [ 9.51619458e-02],
       [ 2.53178626e-01],
       [-7.32185111e-02],
       [ 6.00080151e-02],
       [-1.41454878e-01],
       [-1.07398422e-03],
       [ 4.49485971e-01],
       [-2.65660185e-01],
       [-5.15508320e-03],
       [-2.83996142e-01],
       [ 9.65413698e-03],
       [-2.48524411e-01],
       [-2.07930266e-01],
       [-3.56887161e-01],
       [ 9.68266313e-02],
       [-7.03409158e-03],
       [-4.05770902e-01],
       [-1.24908873e-02],
       [ 4.70446082e-01],
       [-1.78897955e-01],
       [ 6.46036338e-02],
       [-2.91838293e-03],
       [ 4.39052658e-01],
       [-7.62088390e-01],
       [-1.52815448e-03],
       [-3.70317241e-01],
       [ 5.52308270e-01],
       [-6.91935238e-02],
       [-1.23243665e-01],
       [-7.83314261e-03],
       [-1.01205263e-01],
       [-1.60435303e-01],
       [-9.00914917e-03],
       [ 1.88539582e-01],
       [ 8.01021102e-01],
       [-4.57509603e-03],
       [ 2.47363515e-02],
       [-1.26241307e-04],
       [-2.70326836e-01],
       [-1.87085294e-01],
       [-1.70038474e-01],
       [-2.11014984e-01],
       [-4.14550375e-03],
       [ 2.26998751e-01],
       [ 5.48695480e-02],
       [ 1.96958551e-02],
       [ 7.00673769e-03],
       [ 3.45616131e-03],
       [ 1.55086447e-01],
       [-1.94465031e-01],
       [-5.66626093e-01],
       [ 6.04344295e-02],
       [ 1.07130923e-01],
       [-1.11414158e-02],
       [-5.30220045e-01],
       [-1.85827810e-01],
       [ 1.36793405e-01],
       [ 1.04716105e-01],
       [-3.32851530e-01],
       [ 1.16996661e-01],
       [-9.68106091e-02],
       [-6.54351439e-02],
       [-4.32659329e-02],
       [ 9.20709525e-03],
       [ 1.17924295e-02],
       [ 7.66045779e-01],
       [-1.32732830e-01],
       [ 2.87933710e-01],
       [-2.12529809e-01],
       [ 1.61898045e-01],
       [ 4.00116507e-01],
       [ 1.28653006e-01],
       [-7.90511874e-01],
       [-3.19866645e-03],
       [-1.98964772e-02],
       [ 2.01124406e-01],
       [ 6.76728875e-01],
       [ 3.07422352e-01],
       [-6.49268642e-01]])>","<Parameter: name=identity, dtype=float64, shape=[1000, 1], fn=""identity"", numpy=
array([[ 8.00564739e-01],
       [-1.22991566e-02],
       [-1.07574596e+00],
       [ 4.43427692e-01],
       [ 2.39139781e-01],
       [-5.95184094e-01],
       [ 2.77222020e-03],
       [ 7.59374142e-02],
       [-4.52753508e-01],
       [-6.61891517e-01],
       [-5.30401085e-01],
       [ 4.42569254e-01],
       [-4.37804686e-01],
       [ 8.85094315e-02],
       [-7.48822774e-01],
       [ 7.16867421e-01],
       [-1.73354954e-01],
       [-1.96717812e-01],
       [ 9.52135708e-01],
       [-5.79918872e-01],
       [-6.54862164e-01],
       [-2.15292720e-01],
       [-2.67189265e-01],
       [ 7.94575605e-01],
       [ 1.91170055e-02],
       [-4.29724978e-01],
       [ 8.59732944e-01],
       [ 6.74038160e-01],
       [-9.25751781e-01],
       [-3.87355814e-01],
       [ 7.63254191e-01],
       [ 3.56831883e-01],
       [-2.04144976e-01],
       [-2.23124458e-01],
       [ 1.83146197e-01],
       [ 4.43113588e-02],
       [ 1.36133384e-01],
       [-3.72400880e-01],
       [-3.49396650e-01],
       [ 2.83489301e-01],
       [ 6.49752855e-01],
       [-3.63790478e-01],
       [ 4.59454595e-01],
       [-7.67152030e-01],
       [ 4.26303448e-02],
       [ 8.71480552e-03],
       [-9.08172826e-01],
       [ 6.16077059e-01],
       [-5.94864743e-01],
       [ 1.85882448e-01],
       [-7.05549937e-01],
       [ 7.52702234e-01],
       [-1.85394365e-01],
       [-4.09819719e-01],
       [-8.27868614e-02],
       [-5.15788387e-01],
       [-2.07678079e-01],
       [-4.49068257e-01],
       [ 5.17294828e-01],
       [ 3.01944136e-01],
       [-2.64566087e-01],
       [ 2.06783136e-01],
       [-5.81024626e-02],
       [-1.29925396e+00],
       [-1.11066896e-01],
       [-8.51415597e-01],
       [ 2.60312192e-01],
       [ 3.42902383e-01],
       [-3.99480118e-02],
       [ 1.04875705e+00],
       [ 7.28875628e-02],
       [-1.66128713e-01],
       [ 3.60783759e-01],
       [ 6.13208500e-01],
       [-1.48572453e-01],
       [ 1.76455865e-01],
       [ 5.79358222e-01],
       [-6.51445645e-02],
       [ 2.40036805e-01],
       [-7.96952940e-01],
       [-1.76953333e-01],
       [ 2.45342346e-01],
       [-2.20410671e-01],
       [ 3.03726447e-01],
       [-1.24911964e-01],
       [-5.19588082e-01],
       [-2.41371236e-01],
       [ 4.51956861e-02],
       [-1.65936123e-01],
       [ 2.89064744e-01],
       [-5.17399897e-01],
       [-8.87881259e-01],
       [ 3.70925397e-01],
       [-6.57820236e-01],
       [ 2.99850748e-01],
       [ 5.11495337e-01],
       [-7.37869146e-01],
       [-1.07406860e-01],
       [-5.95925665e-01],
       [ 2.78065780e-01],
       [ 1.00603849e+00],
       [ 1.91818528e-01],
       [ 5.07550338e-01],
       [-3.48918704e-01],
       [ 1.66883031e-01],
       [-3.84685063e-01],
       [-4.45865556e-01],
       [-4.58642124e-01],
       [ 1.63805024e-01],
       [-2.95769731e-01],
       [-3.93749734e-01],
       [-5.49783270e-01],
       [-4.04331605e-01],
       [ 6.86273761e-01],
       [ 3.03208288e-01],
       [-3.68219295e-01],
       [-6.55343972e-01],
       [-5.12796460e-01],
       [-6.25997858e-01],
       [-2.75686648e-01],
       [ 3.93850138e-01],
       [ 1.65632176e-01],
       [ 6.62935910e-02],
       [ 6.12520641e-01],
       [-4.09141355e-01],
       [-1.72160892e-01],
       [-2.92997013e-01],
       [ 2.58230483e-01],
       [ 8.01591044e-01],
       [-5.27130284e-02],
       [ 8.74396112e-01],
       [-2.35066682e-01],
       [ 7.05385300e-02],
       [-3.84504191e-01],
       [ 1.60216239e-01],
       [ 2.81713021e-01],
       [-8.14828296e-02],
       [-4.89535518e-01],
       [-9.56262613e-01],
       [ 7.25308175e-01],
       [-2.67817435e-01],
       [ 4.80206865e-01],
       [ 8.08934982e-01],
       [ 6.44297349e-01],
       [-2.69722061e-02],
       [ 3.77104286e-01],
       [-2.12002661e-01],
       [-7.59720689e-01],
       [ 9.14424544e-01],
       [ 3.46717697e-01],
       [-9.67000929e-02],
       [-4.20080154e-01],
       [-2.50629279e-01],
       [ 8.34653191e-02],
       [ 2.29518067e-01],
       [-5.35689886e-01],
       [-2.25549323e-01],
       [ 9.76973838e-01],
       [-3.91958850e-01],
       [-5.80971578e-01],
       [-8.30694768e-01],
       [-1.99622415e-01],
       [ 2.70351853e-01],
       [ 3.13342060e-01],
       [-5.64174473e-01],
       [ 5.60542390e-01],
       [ 4.07722204e-01],
       [-1.28297906e-01],
       [ 2.17844512e-02],
       [-2.14553586e-01],
       [-3.03839802e-01],
       [ 2.92838211e-01],
       [-4.73742293e-01],
       [ 6.38882637e-01],
       [-9.97645062e-01],
       [ 2.75942806e-01],
       [ 4.17495530e-02],
       [-3.29287532e-01],
       [-2.09994748e-01],
       [-5.51129138e-01],
       [ 1.46615199e-01],
       [-9.46999954e-01],
       [-1.83971968e-01],
       [-9.51428637e-01],
       [ 1.17659322e-01],
       [-7.39803118e-01],
       [ 2.46659378e-01],
       [-2.41299754e-01],
       [-1.47012364e-01],
       [-1.33933656e-01],
       [-7.27684440e-01],
       [ 3.92853667e-01],
       [-1.96639787e-01],
       [ 4.62994603e-01],
       [-1.65311391e-01],
       [-7.35194847e-03],
       [-1.56552929e-01],
       [-4.46568613e-01],
       [ 3.27187718e-01],
       [ 1.01128763e+00],
       [ 1.78202587e-01],
       [ 2.12088412e-01],
       [-6.21613029e-02],
       [ 2.79050214e-01],
       [ 4.88391787e-01],
       [-1.43942928e-03],
       [ 7.29619228e-02],
       [-3.91803298e-01],
       [-1.31792985e-01],
       [-5.33829448e-01],
       [ 4.24173777e-01],
       [-1.39167297e-01],
       [-2.91487441e-01],
       [-7.03528917e-01],
       [-7.84541515e-01],
       [-1.81509884e-01],
       [-2.74101724e-01],
       [ 5.19396794e-01],
       [ 3.74439379e-01],
       [-2.59554272e-01],
       [ 1.30533444e-01],
       [-2.36812729e-01],
       [ 2.58319476e-01],
       [-4.22796294e-01],
       [ 6.98960693e-01],
       [-4.42091139e-01],
       [-1.46685069e-01],
       [-3.83916511e-01],
       [ 2.32168830e-02],
       [-8.09787085e-01],
       [ 7.10501836e-01],
       [ 9.29622425e-01],
       [ 2.16111832e-01],
       [-1.11893801e-02],
       [ 1.20193225e+00],
       [ 7.71085339e-01],
       [-8.18695743e-01],
       [ 6.28554750e-01],
       [-1.39771411e-01],
       [ 4.67320292e-02],
       [ 3.95594109e-01],
       [ 1.11588511e-01],
       [ 9.71485629e-02],
       [ 4.28570690e-01],
       [ 1.89541291e-01],
       [ 6.07550309e-02],
       [-8.03948883e-01],
       [ 1.75930828e-01],
       [-1.61556777e-01],
       [ 4.58610379e-01],
       [ 2.19975860e-01],
       [-6.79083217e-01],
       [ 4.04325421e-01],
       [-9.83097587e-02],
       [-2.14395681e-01],
       [-3.43261694e-01],
       [-1.87881322e-01],
       [ 2.71400076e-01],
       [-1.09436062e-01],
       [-8.30747693e-01],
       [-2.96334732e-01],
       [-1.71501044e-01],
       [ 3.47147172e-01],
       [ 5.61105947e-01],
       [ 5.83559868e-01],
       [-1.20947666e-01],
       [ 6.33162563e-02],
       [ 5.18388904e-01],
       [-1.40321433e+00],
       [-4.14949463e-01],
       [-2.01151411e-02],
       [-4.92487386e-02],
       [-4.07059631e-01],
       [-5.02242071e-01],
       [ 3.35333397e-01],
       [-9.78151285e-01],
       [-2.95886401e-01],
       [-3.91032541e-01],
       [-7.27008800e-03],
       [ 2.83364573e-01],
       [-2.74372522e-01],
       [ 5.79459412e-01],
       [ 3.01188368e-01],
       [-9.86839072e-01],
       [ 8.02909700e-02],
       [ 3.42195479e-01],
       [-1.43947980e-01],
       [-3.12114954e-01],
       [-1.15383735e-01],
       [ 3.43870557e-01],
       [ 7.57355888e-01],
       [-6.49008906e-03],
       [-3.03100523e-01],
       [ 5.53651823e-01],
       [ 1.26187730e-01],
       [-3.71863363e-01],
       [-4.63637891e-01],
       [-2.13925275e-01],
       [ 1.51126353e-01],
       [ 3.02958000e-03],
       [ 2.60383171e-01],
       [ 2.48431154e-01],
       [ 6.91821607e-01],
       [ 9.86101776e-01],
       [ 3.46041550e-03],
       [-2.52539927e-01],
       [-1.60856371e-01],
       [ 2.47460358e-01],
       [ 6.24712253e-03],
       [-3.14844215e-01],
       [-3.84002468e-01],
       [-8.80136231e-01],
       [-6.83705086e-01],
       [-4.63279209e-02],
       [-5.62815460e-02],
       [-3.37542956e-01],
       [ 8.11278335e-01],
       [-6.40410566e-01],
       [ 6.87457580e-02],
       [-1.02146052e-02],
       [-4.90456064e-01],
       [-3.40892722e-01],
       [-1.34293674e-01],
       [-1.89040998e-01],
       [-2.49378450e-01],
       [-1.03991613e-01],
       [-1.16368058e+00],
       [ 9.71734135e-01],
       [ 2.44535338e-01],
       [ 1.94890504e-01],
       [-1.97108704e-02],
       [-8.10006127e-02],
       [ 1.00866241e-01],
       [-4.03204869e-01],
       [ 4.39982050e-01],
       [-3.58231998e-01],
       [-2.87677603e-01],
       [-2.79703087e-02],
       [ 2.40100610e-01],
       [ 2.46227259e-01],
       [ 6.26179242e-01],
       [ 4.23894815e-01],
       [-4.52872578e-01],
       [-6.29612128e-01],
       [ 4.21830829e-02],
       [-5.74753875e-01],
       [-6.44875061e-01],
       [-3.07034815e-01],
       [ 5.92989269e-01],
       [-2.72690819e-01],
       [ 8.44198332e-01],
       [ 2.07504010e-01],
       [ 1.05707690e-01],
       [-4.94020689e-01],
       [ 2.53025773e-02],
       [ 3.74431031e-01],
       [-5.91384216e-01],
       [-7.75570282e-02],
       [ 1.92051939e-02],
       [-4.95678505e-01],
       [ 3.23710406e-01],
       [-1.15034229e-01],
       [-7.13268831e-01],
       [ 8.03975211e-02],
       [-6.12349828e-01],
       [ 6.73558821e-01],
       [ 3.27293629e-02],
       [-3.31715667e-01],
       [-1.53653263e-02],
       [ 4.16045513e-01],
       [-1.47393455e-02],
       [ 3.50134878e-01],
       [ 1.09879849e-01],
       [ 7.99335520e-01],
       [ 8.96205467e-01],
       [-4.86819309e-02],
       [ 1.58721100e-01],
       [-3.40810689e-01],
       [ 4.51999066e-01],
       [ 2.33933749e-01],
       [-7.13629917e-01],
       [ 1.90781827e-01],
       [ 6.54399149e-01],
       [ 6.89540021e-03],
       [-6.26125947e-02],
       [-1.39165374e-01],
       [-4.58058960e-01],
       [ 2.82556198e-01],
       [ 2.69821582e-01],
       [-4.00477735e-01],
       [ 3.16491178e-01],
       [-6.87099327e-01],
       [ 5.21064715e-01],
       [ 1.16816109e-01],
       [ 3.64922704e-01],
       [ 6.21925777e-01],
       [ 4.92703252e-01],
       [ 1.58405743e-01],
       [-8.40151023e-01],
       [-5.45867558e-01],
       [-2.02663776e-02],
       [-1.85718404e-01],
       [-8.63431919e-01],
       [ 4.46994218e-01],
       [ 4.09179984e-01],
       [-7.57376781e-02],
       [-1.04007367e+00],
       [-5.50497858e-01],
       [ 4.28909473e-01],
       [ 6.38668900e-01],
       [-1.17427279e+00],
       [ 6.60900241e-02],
       [-2.67497564e-01],
       [ 6.01763877e-01],
       [-8.42544772e-01],
       [-2.01089094e-01],
       [-4.84231257e-02],
       [-4.37261361e-01],
       [ 1.28636316e-01],
       [ 6.69026959e-01],
       [ 2.39192245e-01],
       [-3.07802307e-01],
       [ 3.24325698e-01],
       [ 8.06319300e-03],
       [ 3.43022992e-01],
       [ 5.03424057e-01],
       [-1.88994147e-01],
       [ 1.60543879e-01],
       [-4.04573838e-01],
       [-3.12360294e-01],
       [-6.21081663e-01],
       [ 1.01810790e+00],
       [-2.86310562e-04],
       [ 3.26856150e-01],
       [ 3.72173192e-02],
       [ 1.84415218e-01],
       [ 2.56377898e-01],
       [-6.66016138e-02],
       [ 2.49827182e-01],
       [ 1.11028371e-01],
